iter	F1	Logloss
156	0.9980929078	0.009204563231
157	0.9981407957	0.009129422967
158	0.9981886883	0.009055307179
159	0.9981886883	0.009055279677
160	0.9981886883	0.00905527281
161	0.9981886883	0.009055265946
162	0.9982006621	0.009025464395
163	0.9982006621	0.009005671902
164	0.9982126363	0.008982592825
165	0.9982246107	0.008962240461
166	0.9982246107	0.008928948171
167	0.9982246107	0.008872846714
168	0.9982365854	0.008816437723
169	0.9982365854	0.008769274234
170	0.9982605357	0.008724586164
171	0.9982725113	0.008638833511
172	0.9982725113	0.008638830515
173	0.9982964634	0.008604732896
174	0.9982964634	0.008604726691
175	0.9982964634	0.008587146428
176	0.9983084398	0.008564894385
177	0.9983084398	0.008520451783
178	0.9983084398	0.00849309339
179	0.9983084398	0.008439421405
180	0.9983323935	0.008402797271
181	0.9983323935	0.008361401098
182	0.9983563484	0.008277345407
